Car Name,Car Webpage,Car Health,Price,Exterior,Interior,Miles,Fuel Type,Fuel Efficiency (mileage),EPA Range,Transmission,Drivetrain,Engine,Location,Listing Status,VIN,Stock Number,Accidents,Owners,Car Title Status,Use Type,Vehicle Last Inspected
2020 Chevrolet Equinox LT with 1LT FWD,https://www.truecar.com/used-cars-for-sale/listing/3GNAXKEV9LL188760/2020-chevrolet-equinox/,Used,"$9,990",Mosaic Black Metallic,Jet Black,"126,697 miles",Gas,26 city / 32 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Fort Lauderdale,, FL",Listed 531 days ago,3GNAXKEV9LL188760,12342A,0,1,Clean Title,Personal,2/13/2025
2005 Mercury Montego 4dr Sedan 2WD Luxury,https://www.truecar.com/used-cars-for-sale/listing/1MEFM40185G625662/2005-mercury-montego/,Used,"$6,750",Silver Frost Metallic,Shale/Grey,"30,775 miles",Gas,21 city / 29 highway,,Automatic Transmission,FWD,3.0L V-6 Gas V,"Fort Lauderdale, FL",Listed 140 days ago,1MEFM40185G625662,625662,0,1,Clean Title,Personal,2/6/2025
2021 Hyundai Sonata SE,https://www.truecar.com/used-cars-for-sale/listing/5NPEG4JA1MH064556/2021-hyundai-sonata/,Used,"$13,645",Quartz White,Dark Gray,"29,038 miles",Gas,28 city / 38 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Fort Lauderdale, FL",Listed 38 days ago,5NPEG4JA1MH064556,S12186,0,2,Clean Title,Personal,1/11/2025
2018 GMC Acadia SLT with SLT-1 FWD,https://www.truecar.com/used-cars-for-sale/listing/1GKKNMLS8JZ174236/2018-gmc-acadia/,Used,"$8,991",Summit White,Cocoa/ Light Ash Gray,"137,715 miles",Gas,21 city / 26 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Davie, FL",Listed 27 days ago,1GKKNMLS8JZ174236,TW7409A,0,2,Clean Title,Rental,1/4/2025
2014 Jeep Grand Cherokee Summit 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJFJG9EC382070/2014-jeep-grand-cherokee/,Used,"$8,995",Bright White Clearcoat,Brown,"155,970 miles",Gas,17 city / 24 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Fort Lauderdale, FL",Listed 24 days ago,1C4RJFJG9EC382070,null,0,1,Clean Title,Personal,1/31/2025
2005 Mercedes-Benz SL 500 Roadster,https://www.truecar.com/used-cars-for-sale/listing/WDBSK75F95FT05602/2005-mercedes-benz-sl/,Used,"$18,999",Mars Red,Champagne,"20,654 miles",Gas,16 city / 23 highway,,Automatic Transmission,RWD,5.0L V-8 Gas V,"Hallandale Beach, FL",Listed 34 days ago,WDBSK75F95FT05602,T05602,0,0,Clean Title,Personal,1/15/2025
2017 FIAT 500e Hatchback,https://www.truecar.com/used-cars-for-sale/listing/3C3CFFGEXHT675213/2017-fiat-500e/,Used,"$8,999",Granito Lucente (Granite Crystal),Black,"15,397 miles",Electric,,84 mi,Automatic Transmission,FWD,L - Electric,"Hallandale Beach, FL",Listed 11 days ago,3C3CFFGEXHT675213,675213,0,2,Clean Title,Personal,2/7/2025
2020 Ferrari GTC4Lusso T,https://www.truecar.com/used-cars-for-sale/listing/ZFF82YNA3L0251291/2020-ferrari-gtc4lusso/,Certified Pre-Owned,"$224,900",Gray,Cream,"2,258 miles",Gas,15 city / 21 highway,,Automatic Transmission,RWD,3.9L V-8 Gas V,"Fort Lauderdale, FL",Listed 104 days ago,ZFF82YNA3L0251291,FC2526,0,2,Clean Title,Personal,1/20/2025
2018 Toyota Tacoma SR Access Cab 6.1' Bed I4 RWD Automatic,https://www.truecar.com/used-cars-for-sale/listing/5TFRX5GN5JX123075/2018-toyota-tacoma/,Used,"$15,999",White,Gray,"78,307 miles",Gas,20 city / 23 highway,,Automatic Transmission,RWD,2.7L Inline-4 Gas Inline,"Smyrna, GA",Listed 199 days ago,5TFRX5GN5JX123075,123075,0,2,Clean Title,Fleet,12/31/2024
2020 Ford Escape Hybrid SE Sport FWD,https://www.truecar.com/used-cars-for-sale/listing/1FMCU0BZ2LUB31307/2020-ford-escape/,Used,"$9,999",Gray,Black,"104,704 miles",Hybrid,44 city / 37 highway,,Automatic Transmission,FWD,2.5L Inline-4 Hybrid Inline,"Smyrna, GA",Listed 122 days ago,1FMCU0BZ2LUB31307,b31307,0,3,Clean Title,Fleet,1/2/2025
2019 Ford F-150 XLT Regular Cab 8' Box 2WD,https://www.truecar.com/used-cars-for-sale/listing/1FTMF1CB9KKC92094/2019-ford-f-150/,Used,"$13,999",White,Gray,"108,427 miles",Gas,19 city / 25 highway,,Automatic Transmission,RWD,3.3L V-6 Gas V,"Smyrna, GA",Listed 79 days ago,1FTMF1CB9KKC92094,C92094,0,1,Clean Title,Fleet,2/14/2025
2023 Ford F-150 XLT SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTFW1E5XPFB69775/2023-ford-f-150/,Used,"$30,994",Stone Gray Metallic,Black/Slate Gray,"38,912 miles",Gas,19 city / 22 highway,,Automatic Transmission,4WD,5.0L V-8 Gas V,"Altanta, GA",Listed 144 days ago,1FTFW1E5XPFB69775,1096,0,1,Clean Title,Rental,12/11/2024
2015 GMC Yukon Denali 4WD,https://www.truecar.com/used-cars-for-sale/listing/1GKS2CKJ3FR545029/2015-gmc-yukon/,Used,"$19,000",Onyx Black,Jet Black,"123,543 miles",Gas,15 city / 21 highway,,Automatic Transmission,4WD,6.2L V-8 Gas V,"Altanta, GA",Listed 109 days ago,1GKS2CKJ3FR545029,1149,0,2,Clean Title,Personal,1/16/2025
2012 Jeep Wrangler Unlimited Sahara 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4BJWEG2CL132906/2012-jeep-wrangler/,Used,"$8,999",Bright Silver Metallic,Black Interior,"201,277 miles",Gas,16 city / 21 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Smyrna, GA",Listed 178 days ago,1C4BJWEG2CL132906,132906,0,6,Clean Title,Fleet,1/21/2025
2020 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5STXLF022100/2020-chevrolet-malibu/,Used,"$11,999",Summit White,Jet Black,"79,770 miles",Gas,29 city / 36 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Smyrna, GA",Listed 157 days ago,1G1ZD5STXLF022100,022100,0,2,Clean Title,Mixed,2/11/2025
2020 Chevrolet Sonic 5dr HB LT w/1FL,https://www.truecar.com/used-cars-for-sale/listing/1G1JG6SB7L4109207/2020-chevrolet-sonic/,Used,"$5,999",Summit White,Jet Black/Dark Titanium,"125,805 miles",Gas,26 city / 34 highway,,Automatic Transmission,FWD,1.4L Inline-4 Gas Inline,"Smyrna, GA",Listed 194 days ago,1G1JG6SB7L4109207,109207,0,1,Clean Title,Fleet,1/6/2025
2017 Hyundai Elantra SE 2.0L Sedan Automatic,https://www.truecar.com/used-cars-for-sale/listing/5NPD84LF5HH162335/2017-hyundai-elantra/,Used,"$13,998",Scarlet Red,Beige,"55,374 miles",Gas,29 city / 38 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Norcross, GA",Listed 1 day ago,5NPD84LF5HH162335,26789650,0,3,Clean Title,Personal,2/5/2025
2016 Ford F-150 XLT SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EP6GFB38343/2016-ford-f-150/,Used,"$15,000",Blue Jeans Metallic,Medium Earth Gray,"148,456 miles",Gas,17 city / 23 highway,,Automatic Transmission,4WD,2.7L V-6 Gas V,"Norcross, GA",Listed 76 days ago,1FTEW1EP6GFB38343,GFB38343-392,0,2,Clean Title,Personal,12/30/2024
2017 Ford F-150 Platinum SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTFW1EF4HKE27340/2017-ford-f-150/,Used,"$18,999",White,Unknown,"126,381 miles",Gas,15 city / 21 highway,,Automatic Transmission,4WD,5.0L V-8 Gas V,"Smyrna, GA",Listed 17 days ago,1FTFW1EF4HKE27340,E27340,0,2,Clean Title,Fleet,2/1/2025
2023 BMW i7 xDrive60,https://www.truecar.com/used-cars-for-sale/listing/WBY53EJ06PCN73405/2023-bmw-i7/,Used,"$75,234",Mineral White Metallic,Smoke White,"4,415 miles",Electric,,296 mi,Automatic Transmission,AWD,L - Electric,"Decatur, GA",Listed 19 days ago,WBY53EJ06PCN73405,NBDL230882,0,1,Clean Title,Personal,1/30/2025
2021 Chevrolet Trax LT FWD,https://www.truecar.com/used-cars-for-sale/listing/KL7CJLSM5MB375711/2021-chevrolet-trax/,Used,"$11,999",Shadow Gray Metallic,Jet Black,"44,933 miles",Gas,24 city / 32 highway,,Automatic Transmission,FWD,1.4L Inline-4 Gas Inline,"Smyrna, GA",Listed 74 days ago,KL7CJLSM5MB375711,375711,0,1,Clean Title,Personal,12/6/2024
2014 Chevrolet Cruze LT with 2LT Automatic,https://www.truecar.com/used-cars-for-sale/listing/1G1PE5SBXE7166013/2014-chevrolet-cruze/,Used,"$5,995",Black Granite Metallic,Jet Black,"126,565 miles",Gas,26 city / 38 highway,,Automatic Transmission,FWD,1.4L Inline-4 Gas Inline,"Liburn, GA",Listed 14 days ago,1G1PE5SBXE7166013,C166013,0,3,Clean Title,Rental,2/4/2025
2019 Ford F-150 XLT Regular Cab 8' Box 2WD,https://www.truecar.com/used-cars-for-sale/listing/1FTMF1CB8KKC41864/2019-ford-f-150/,Used,"$18,999",White,Gray,"31,979 miles",Gas,19 city / 25 highway,,Automatic Transmission,RWD,3.3L V-6 Gas V,"Smyrna, GA",Listed 11 days ago,1FTMF1CB8KKC41864,C41864,0,1,Clean Title,Fleet,2/7/2025
2018 Dodge Grand Caravan SE,https://www.truecar.com/used-cars-for-sale/listing/2C4RDGBG0JR244964/2018-dodge-grand-caravan/,Used,"$6,999",Granite Pearlcoat,Black/Light Graystone,"131,879 miles",Gas,17 city / 25 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Smyrna, GA",Listed 116 days ago,2C4RDGBG0JR244964,244964,0,1,Clean Title,Fleet,1/8/2025
2020 Ford Escape SE AWD,https://www.truecar.com/used-cars-for-sale/listing/1FMCU9G6XLUA59372/2020-ford-escape/,Used,"$9,999",Agate Black Metallic,Beige,"100,509 miles",Gas,26 city / 31 highway,,Automatic Transmission,AWD,1.5L Inline-3 Gas Inline,"Smyrna, GA",Listed 128 days ago,1FMCU9G6XLUA59372,A59372,0,1,Clean Title,Fleet,12/27/2024
2013 BMW 335i Sedan,https://www.truecar.com/used-cars-for-sale/listing/WBA3A9G56DNP35720/2013-bmw-3-series/,Used,"$12,000",Black Sapphire Metallic,Black,"92,723 miles",Gas,23 city / 33 highway,,Automatic Transmission,RWD,3.0L Inline-6 Gas Inline,"Norcross, GA",Listed 10 days ago,WBA3A9G56DNP35720,DNP35720-531,0,5,Clean Title,Personal,2/8/2025
2022 Ford Escape SE Hybrid AWD,https://www.truecar.com/used-cars-for-sale/listing/1FMCU9BZ5NUA61406/2022-ford-escape/,Used,"$11,999",Star White Metallic Tri-Coat,Dark Earth Gray,"122,263 miles",Hybrid,43 city / 37 highway,,Automatic Transmission,AWD,2.5L Inline-4 Hybrid Inline,"Smyrna, GA",Listed 31 days ago,1FMCU9BZ5NUA61406,A61406,0,1,Clean Title,Fleet,1/18/2025
2018 Ford F-150 XLT SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EP4JKF06128/2018-ford-f-150/,Used,"$15,999",White,Gray,"146,738 miles",Gas,18 city / 23 highway,,Automatic Transmission,4WD,2.7L V-6 Gas V,"Smyrna, GA",Listed 31 days ago,1FTEW1EP4JKF06128,F06128,0,2,Clean Title,Personal,1/18/2025
2017 Jeep Renegade Latitude FWD,https://www.truecar.com/used-cars-for-sale/listing/ZACCJABB3HPG52485/2017-jeep-renegade/,Used,"$5,999",Jetset Blue,Black,"153,534 miles",Gas,24 city / 31 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Smyrna, GA",Listed 10 days ago,ZACCJABB3HPG52485,G52485,0,2,Clean Title,Personal,2/8/2025
2016 Mercedes-Benz C 300 Sedan RWD,https://www.truecar.com/used-cars-for-sale/listing/WDDWF4JB7GR145807/2016-mercedes-benz-c-class/,Used,"$14,840",Black,Black,"79,001 miles",Gas,25 city / 34 highway,,Automatic Transmission,RWD,2.0L Inline-4 Gas Inline,"Decatur, GA",Listed 40 days ago,WDDWF4JB7GR145807,6937,0,3,Clean Title,Mixed,1/9/2025
2018 Dodge Grand Caravan SE,https://www.truecar.com/used-cars-for-sale/listing/2C4RDGBG4JR129817/2018-dodge-grand-caravan/,Used,"$7,999",White Knuckle Clearcoat,Black/Light Graystone,"107,231 miles",Gas,17 city / 25 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Smyrna, GA",Listed 95 days ago,2C4RDGBG4JR129817,129817,0,1,Clean Title,Fleet,1/29/2025
2015 Honda Accord EX-L Sedan I4 CVT,https://www.truecar.com/used-cars-for-sale/listing/1HGCR2F86FA041989/2015-honda-accord/,Used,"$7,000",Modern Steel Metallic,Gray,"276,427 miles",Gas,27 city / 36 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Norcross, GA",Listed 17 days ago,1HGCR2F86FA041989,FA041989-355,0,1,Clean Title,Personal,2/1/2025
"2017 Ram 1500 SLT Crew Cab 5'7"" Box 4WD",https://www.truecar.com/used-cars-for-sale/listing/1C6RR7LG1HS568053/2017-ram-1500/,Used,"$12,800",Bright White Clearcoat,Diesel Gray/Black,"151,037 miles",Gas,16 city / 23 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Union City, GA",Listed 42 days ago,1C6RR7LG1HS568053,568053,0,2,Clean Title,Personal,1/16/2025
2021 Subaru Outback 2.5i Premium,https://www.truecar.com/used-cars-for-sale/listing/4S4BTADC4M3193926/2021-subaru-outback/,Used,"$19,499",Ice Silver Metallic,Titanium Gray,"12,315 miles",Gas,26 city / 33 highway,,Automatic Transmission,AWD,2.5L Flat-4 Gas Flat,"Atlanta, GA",Listed 76 days ago,4S4BTADC4M3193926,E15303,0,1,Clean Title,Personal,12/18/2024
2023 Ford F-150 XLT SuperCrew 5.5' Box 2WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1C84PKD35403/2023-ford-f-150/,Used,"$26,999",Carbonized Gray Metallic,Black/Slate Gray,"40,342 miles",Gas,20 city / 24 highway,,Automatic Transmission,RWD,3.5L V-6 Gas V,"Altanta, GA",Listed 144 days ago,1FTEW1C84PKD35403,1054,0,1,Clean Title,Rental,12/11/2024
2020 Chevrolet Silverado 1500 LT Double Cab Standard Bed 2WD,https://www.truecar.com/used-cars-for-sale/listing/1GCRWCED7LZ269101/2020-chevrolet-silverado-1500/,Used,"$20,999",Summit White,Jet Black,"48,127 miles",Gas,20 city / 23 highway,,Automatic Transmission,RWD,5.3L Inline-8 Gas Inline,"Smyrna, GA",Listed 179 days ago,1GCRWCED7LZ269101,269101,0,1,Clean Title,Fleet,1/20/2025
2022 Ford Edge SEL,https://www.truecar.com/used-cars-for-sale/listing/2FMPK4J97NBA87359/2022-ford-edge/,Used,"$16,692",Star White Metallic Tri-Coat,Ebony,"62,272 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Conyers, GA",Listed 75 days ago,2FMPK4J97NBA87359,E1575,0,1,Clean Title,Rental,2/4/2025
2016 Ford F-150 XLT SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1E86GFC68082/2016-ford-f-150/,Used,"$14,999",White,Gray,"149,862 miles",Gas,17 city / 23 highway,,Automatic Transmission,4WD,3.5L V-6 Gas V,"Smyrna, GA",Listed 74 days ago,1FTEW1E86GFC68082,C68082,0,3,Clean Title,Personal,12/6/2024
2023 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST2PF252378/2023-chevrolet-malibu/,Used,"$17,000",Mineral Gray Metallic,Jet Black,"25,927 miles",Gas,27 city / 35 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Las Vegas, NV",Listed 13 days ago,1G1ZD5ST2PF252378,N252378CD,0,1,Clean Title,Rental,2/5/2025
2021 Mercedes-Benz GLC 300 SUV 4MATIC,https://www.truecar.com/used-cars-for-sale/listing/W1N0G8EBXMG010562/2021-mercedes-benz-glc/,Used,"$20,588",Brilliant Blue Metallic,Silk Beige/Black,"60,963 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Valley Stream, NY",Listed 41 days ago,W1N0G8EBXMG010562,M16614,0,1,Clean Title,Personal,1/8/2025
2020 Kia Forte LXS IVT,https://www.truecar.com/used-cars-for-sale/listing/3KPF24AD0LE240805/2020-kia-forte/,Used,"$10,995",Clear White,Black,"67,754 miles",Gas,29 city / 40 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Selma, TX",Listed 3 days ago,3KPF24AD0LE240805,0SC0292A,0,3,Clean Title,Fleet,1/31/2025
2022 Ford Edge Titanium,https://www.truecar.com/used-cars-for-sale/listing/2FMPK4K95NBA34836/2022-ford-edge/,Used,"$15,890",Agate Black Metallic,Ebony,"61,724 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Farmingdale, NY",Listed 114 days ago,2FMPK4K95NBA34836,800634,0,1,Clean Title,Rental,1/11/2025
2022 Toyota Camry SE Automatic FWD,https://www.truecar.com/used-cars-for-sale/listing/4T1G11AKXNU639869/2022-toyota-camry/,Used,"$15,152",Predawn Gray Mica,Black,"122,032 miles",Gas,28 city / 39 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Fort Myers, FL",Listed 124 days ago,4T1G11AKXNU639869,CU307,0,2,Clean Title,Rental,12/31/2024
2023 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST8PF183342/2023-chevrolet-malibu/,Used,"$16,500",Summit White,Jet Black,"47,566 miles",Gas,27 city / 35 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Houston, TX",Listed 28 days ago,1G1ZD5ST8PF183342,PF183342,0,1,Clean Title,Rental,1/21/2025
2021 Ford Explorer XLT 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FMSK8DH4MGA60275/2021-ford-explorer/,Used,"$19,888",Agate Black Metallic,Ebony,"42,494 miles",Gas,20 city / 27 highway,,Automatic Transmission,4WD,2.3L Inline-4 Gas Inline,"Long Island City, NY",Listed 137 days ago,1FMSK8DH4MGA60275,M72968,0,1,Clean Title,Fleet,12/18/2024
2022 Ford Edge Titanium,https://www.truecar.com/used-cars-for-sale/listing/2FMPK4K96NBA17768/2022-ford-edge/,Used,"$15,900",Iconic Silver Metallic,Ebony,"99,948 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"New Braunfels, TX",Listed 15 days ago,2FMPK4K96NBA17768,NBA17768,0,1,Clean Title,Personal,2/14/2025
2022 Ford F-150 XLT SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EBXNFB38251/2022-ford-f-150/,Used,"$26,495",Oxford White,Black W/Medium Dark Slate,"99,964 miles",Gas,19 city / 22 highway,,Automatic Transmission,4WD,3.3L V-6 Gas V,"Greenwood, IN",Listed 146 days ago,1FTEW1EBXNFB38251,P10291,0,1,Clean Title,Personal,12/10/2024
2021 Jeep Wrangler Unlimited Willys,https://www.truecar.com/used-cars-for-sale/listing/1C4HJXDNXMW518179/2021-jeep-wrangler/,Used,"$20,995",Bright White Clearcoat,Black,"75,919 miles",Gas,17 city / 23 highway,,Automatic Transmission,4WD,2.0L V-4 Gas V,"Vancouver, WA",Listed 114 days ago,1C4HJXDNXMW518179,10162,0,2,Clean Title,Personal,1/22/2025
2022 Hyundai Tucson SEL FWD,https://www.truecar.com/used-cars-for-sale/listing/5NMJB3AE9NH120963/2022-hyundai-tucson/,Used,"$12,500",Portofino Gray,Black,"117,146 miles",Gas,26 city / 33 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Jacksonville, FL",Listed 90 days ago,5NMJB3AE9NH120963,20963A,0,1,Clean Title,Personal,2/3/2025
2022 Toyota Corolla LE CVT,https://www.truecar.com/used-cars-for-sale/listing/JTDEPMAEXNJ202803/2022-toyota-corolla/,Used,"$15,329",Celestite,Black,"62,853 miles",Gas,30 city / 38 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Doral, FL",Listed 4 days ago,JTDEPMAEXNJ202803,TDNJ202803,0,2,Clean Title,Personal,2/14/2025
2019 Jeep Cherokee Limited 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4PJMDN3KD133761/2019-jeep-cherokee/,Used,"$11,499",Bright White Clearcoat,Black,"104,206 miles",Gas,19 city / 27 highway,,Automatic Transmission,4WD,2.0L V-4 Gas V,"Buford, GA",Listed 11 days ago,1C4PJMDN3KD133761,null,0,3,Clean Title,Personal,2/7/2025
2021 Ford Explorer Timberline 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FMSK8JH6MGC19530/2021-ford-explorer/,Used,"$19,900",Carbonized Gray Metallic,Deep Cypress,"110,994 miles",Gas,19 city / 23 highway,,Automatic Transmission,4WD,2.3L Inline-4 Gas Inline,"Lubbock, TX",Listed 46 days ago,1FMSK8JH6MGC19530,MGC19530,0,1,Clean Title,Personal,1/3/2025
2023 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST3PF205781/2023-chevrolet-malibu/,Used,"$13,799",Sterling Gray Metallic,Jet Black,"87,226 miles",Gas,27 city / 35 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Houston, TX",Listed 12 days ago,1G1ZD5ST3PF205781,52583112,0,1,Clean Title,Rental,2/6/2025
2022 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5STXNF123625/2022-chevrolet-malibu/,Used,"$12,595",Mineral Gray Metallic,Jet Black,"56,593 miles",Gas,29 city / 36 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Tempe, AZ",Listed 17 days ago,1G1ZD5STXNF123625,23625,0,1,Clean Title,Personal,2/1/2025
2020 Chevrolet Equinox LS with 1LS FWD,https://www.truecar.com/used-cars-for-sale/listing/3GNAXHEV9LS569968/2020-chevrolet-equinox/,Used,"$12,599",Nightfall Gray Metallic,Medium Ash Gray,"44,828 miles",Gas,26 city / 32 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Houston, TX",Listed 132 days ago,3GNAXHEV9LS569968,569968,0,1,Clean Title,Personal,12/15/2024
2018 Chevrolet Malibu LT with 1LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST7JF249743/2018-chevrolet-malibu/,Used,"$9,999",Silver Ice Metallic,Jet Black,"105,257 miles",Gas,27 city / 36 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Live Oak, TX",Listed 55 days ago,1G1ZD5ST7JF249743,11487,0,3,Clean Title,Rental,1/24/2025
2010 Toyota Prius Two,https://www.truecar.com/used-cars-for-sale/listing/JTDKN3DU5A5003893/2010-toyota-prius/,Used,"$6,383",Gray,Gray,"125,853 miles",Hybrid,51 city / 48 highway,,Automatic Transmission,FWD,1.8L Inline-4 Hybrid Inline,"Tampa, FL",Listed 27 days ago,JTDKN3DU5A5003893,003893,0,3,Clean Title,Personal,1/22/2025
2021 Mercedes-Benz GLA 250 4MATIC,https://www.truecar.com/used-cars-for-sale/listing/W1N4N4HB0MJ243297/2021-mercedes-benz-gla/,Used,"$17,988",Mountain Grey Metallic,Black,"49,419 miles",Gas,24 city / 33 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Valley Stream, NY",Listed 5 days ago,W1N4N4HB0MJ243297,M16752,0,2,Clean Title,Personal,2/13/2025
2015 Nissan Altima 2.5 S,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP8FN406845/2015-nissan-altima/,Used,"$6,850",Brilliant Silver,Charcoal,"152,726 miles",Gas,27 city / 38 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"San Antonio, TX",Listed 7 days ago,1N4AL3AP8FN406845,H50599B,0,2,Clean Title,Personal,2/11/2025
2020 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST0LF042274/2020-chevrolet-malibu/,Used,"$9,999",Mosaic Black Metallic,Jet Black,"132,957 miles",Gas,29 city / 36 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Murfreesboro, TN",Listed 146 days ago,1G1ZD5ST0LF042274,RAD2274,0,5,Clean Title,Mixed,12/9/2024
2021 Toyota Corolla LE CVT,https://www.truecar.com/used-cars-for-sale/listing/5YFEPMAE8MP254585/2021-toyota-corolla/,Used,"$10,000",Barcelona Red Metallic,Black,"140,083 miles",Gas,30 city / 38 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Tampa, FL",Listed 67 days ago,5YFEPMAE8MP254585,O324783A,0,2,Clean Title,Rental,12/13/2024
2017 Ford Fusion SE FWD,https://www.truecar.com/used-cars-for-sale/listing/3FA6P0HD7HR299629/2017-ford-fusion/,Used,"$9,486",White Platinum Metallic Tri-Coat,Ebony,"94,163 miles",Gas,21 city / 32 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Grapevine, TX",Listed 24 days ago,3FA6P0HD7HR299629,HR299629A,0,2,Clean Title,Personal,1/25/2025
2021 Mercedes-Benz GLB 250 4MATIC,https://www.truecar.com/used-cars-for-sale/listing/W1N4M4HB8MW090741/2021-mercedes-benz-glb/,Used,"$19,988",Polar White,Black,"43,881 miles",Gas,23 city / 30 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Valley Stream, NY",Listed 53 days ago,W1N4M4HB8MW090741,M16573,0,2,Clean Title,Personal,12/27/2024
